iteration,train_loss,learning_rate,iterations_per_second,tokens_per_second,trained_tokens,peak_memory_gb
10340,0.076,1e-05,0.571,7.645,138663,8.775
10350,0.049,1e-05,0.644,8.502,138795,8.775
10360,0.049,1e-05,0.67,9.175,138932,8.775
10370,0.054,1e-05,0.67,8.84,139064,8.775
10380,0.015,1e-05,0.664,8.765,139196,8.775
10390,0.021,1e-05,0.669,9.236,139334,8.775
10400,0.028,1e-05,0.67,9.112,139470,8.775
10410,0.052,1e-05,0.668,9.081,139606,8.775
10420,0.048,1e-05,0.666,8.924,139740,8.775
10430,0.052,1e-05,0.655,8.711,139873,8.775
10440,0.042,1e-05,0.576,7.604,140005,8.775
10450,0.052,1e-05,0.581,7.781,140139,8.775
10460,0.039,1e-05,0.58,7.534,140269,8.775
10470,0.069,1e-05,0.578,7.516,140399,8.775
10480,0.055,1e-05,0.581,7.675,140531,8.775
10490,0.015,1e-05,0.578,7.977,140669,8.775
10500,0.02,1e-05,0.58,7.66,140801,8.775
10510,0.058,1e-05,0.605,8.348,140939,8.775
10520,0.022,1e-05,0.648,8.946,141077,8.775
10530,0.062,1e-05,0.645,8.637,141211,8.775
10540,0.028,1e-05,0.611,8.191,141345,8.775
10550,0.02,1e-05,0.589,8.123,141483,8.775
10560,0.043,1e-05,0.59,7.852,141616,8.775
10570,0.033,1e-05,0.575,7.705,141750,8.775
10580,0.02,1e-05,0.579,7.645,141882,8.775
10590,0.049,1e-05,0.575,7.703,142016,8.775
10600,0.067,1e-05,0.578,7.864,142152,8.775
10610,0.141,1e-05,0.578,7.513,142282,8.775
10620,0.09,1e-05,0.577,7.853,142418,8.775
10630,0.055,1e-05,0.588,7.766,142550,8.775
10640,0.034,1e-05,0.569,7.736,142686,8.775
10650,0.028,1e-05,0.618,7.914,142814,8.775
10660,0.116,1e-05,0.606,7.632,142940,8.775
10670,0.025,1e-05,0.593,7.953,143074,8.775
10680,0.029,1e-05,0.595,8.212,143212,8.775
10690,0.083,1e-05,0.582,7.913,143348,8.775
10700,0.021,1e-05,0.588,7.647,143478,8.775
10710,0.021,1e-05,0.605,8.35,143616,8.775
10720,0.04,1e-05,0.575,7.709,143750,8.775
10730,0.083,1e-05,0.577,7.618,143882,8.775
10740,0.034,1e-05,0.596,7.988,144016,8.775
10750,0.017,1e-05,0.653,8.881,144152,8.775
10760,0.013,1e-05,0.613,8.342,144288,8.775
10770,0.057,1e-05,0.584,7.826,144422,8.775
10780,0.023,1e-05,0.58,8.0,144560,8.775
10790,0.072,1e-05,0.582,7.57,144690,8.775
10800,0.033,1e-05,0.577,7.617,144822,8.775
10810,0.067,1e-05,0.576,7.84,144958,8.775
10820,0.022,1e-05,0.571,7.646,145092,8.775
10830,0.069,1e-05,0.583,7.637,145223,8.775
10840,0.013,1e-05,0.606,8.003,145355,8.775
10850,0.109,1e-05,0.58,7.657,145487,8.775
10860,0.058,1e-05,0.596,8.103,145623,8.775
10870,0.072,1e-05,0.604,7.853,145753,8.775
10880,0.028,1e-05,0.582,8.149,145893,8.775
10890,0.03,1e-05,0.577,7.961,146031,8.775
10900,0.009,1e-05,0.577,8.076,146171,8.775
10910,0.035,1e-05,0.58,8.006,146309,8.775
10920,0.007,1e-05,0.575,7.7,146443,8.775
10930,0.065,1e-05,0.574,7.463,146573,8.775
10940,0.069,1e-05,0.603,7.958,146705,8.775
10950,0.025,1e-05,0.653,8.352,146833,8.775
10960,0.124,1e-05,0.574,7.573,146965,8.775
10970,0.041,1e-05,0.584,7.529,147094,8.775
10980,0.036,1e-05,0.585,7.961,147230,8.775
10990,0.024,1e-05,0.584,7.938,147366,8.775
11000,0.061,1e-05,0.584,7.597,147496,8.775
11010,0.025,1e-05,0.584,7.705,147628,8.775
11020,0.026,1e-05,0.58,7.656,147760,8.775
11030,0.025,1e-05,0.581,7.901,147896,8.775
11040,0.085,1e-05,0.55,7.091,148025,8.805
11050,0.04,1e-05,0.573,7.561,148157,8.805
11060,0.055,1e-05,0.587,7.81,148290,8.805
11070,0.031,1e-05,0.618,8.039,148420,8.805
11080,0.017,1e-05,0.647,8.665,148554,8.805
11090,0.006,1e-05,0.603,8.44,148694,8.805
11100,0.06,1e-05,0.641,8.588,148828,8.805
11110,0.016,1e-05,0.593,8.179,148966,8.805
11120,0.071,1e-05,0.588,7.936,149101,8.805
11130,0.024,1e-05,0.574,7.804,149237,8.805
11140,0.018,1e-05,0.569,7.732,149373,8.805
11150,0.049,1e-05,0.573,7.788,149509,8.805
11160,0.021,1e-05,0.577,7.738,149643,8.805
11170,0.07,1e-05,0.582,7.566,149773,8.805
11180,0.031,1e-05,0.584,7.77,149906,8.805
11190,0.044,1e-05,0.651,8.719,150040,8.805
11200,0.01,1e-05,0.651,8.979,150178,8.805
11210,0.02,1e-05,0.591,8.043,150314,8.805
11220,0.105,1e-05,0.588,7.645,150444,8.805
11230,0.029,1e-05,0.601,7.935,150576,8.805
11240,0.03,1e-05,0.577,7.448,150705,8.805
11250,0.015,1e-05,0.583,7.699,150837,8.805
11260,0.008,1e-05,0.575,7.933,150975,8.805
11270,0.022,1e-05,0.583,7.813,151109,8.805
11280,0.039,1e-05,0.58,7.772,151243,8.805
11290,0.018,1e-05,0.574,7.923,151381,8.805
11300,0.042,1e-05,0.579,7.521,151511,8.805
11310,0.092,1e-05,0.579,7.875,151647,8.805
11320,0.019,1e-05,0.608,8.142,151781,8.805
11330,0.005,1e-05,0.645,8.777,151917,8.805
11340,0.047,1e-05,0.575,7.938,152055,8.805
11350,0.023,1e-05,0.582,7.912,152191,8.805
11360,0.009,1e-05,0.571,7.648,152325,8.805
11370,0.121,1e-05,0.586,7.614,152455,8.805
11380,0.074,1e-05,0.584,7.712,152587,8.805
11390,0.036,1e-05,0.583,7.814,152721,8.805
11400,0.036,1e-05,0.585,7.962,152857,8.805
11410,0.052,1e-05,0.585,7.833,152991,8.805
11420,0.035,1e-05,0.585,7.899,153126,8.805
11430,0.02,1e-05,0.585,8.078,153264,8.805
11440,0.056,1e-05,0.578,7.63,153396,8.805
11450,0.021,1e-05,0.585,7.84,153530,8.805
11460,0.032,1e-05,0.571,7.364,153659,8.805
11470,0.039,1e-05,0.587,7.745,153791,8.805
11480,0.072,1e-05,0.586,7.792,153924,8.805
11490,0.076,1e-05,0.583,7.748,154057,8.805
11500,0.019,1e-05,0.585,8.073,154195,8.805
11510,0.044,1e-05,0.587,7.746,154327,8.805
11520,0.035,1e-05,0.583,7.466,154455,8.805
11530,0.068,1e-05,0.586,7.733,154587,8.805
11540,0.018,1e-05,0.584,7.943,154723,8.805
11550,0.07,1e-05,0.585,7.493,154851,8.805
11560,0.024,1e-05,0.585,7.958,154987,8.805
11570,0.062,1e-05,0.586,7.85,155121,8.805
11580,0.022,1e-05,0.585,7.727,155253,8.805
11590,0.03,1e-05,0.582,7.799,155387,8.805
11600,0.094,1e-05,0.586,7.73,155519,8.805
11610,0.033,1e-05,0.584,8.055,155657,8.805
11620,0.063,1e-05,0.584,7.71,155789,8.805
11630,0.02,1e-05,0.584,7.943,155925,8.805
11640,0.037,1e-05,0.583,7.701,156057,8.805
11650,0.031,1e-05,0.583,7.585,156187,8.805
11660,0.034,1e-05,0.585,7.953,156323,8.805
11670,0.029,1e-05,0.583,7.692,156455,8.805
11680,0.029,1e-05,0.582,7.45,156583,8.805
11690,0.009,1e-05,0.586,7.906,156718,8.805
11700,0.044,1e-05,0.569,7.506,156850,8.805
11710,0.012,1e-05,0.581,8.02,156988,8.805
11720,0.065,1e-05,0.583,7.403,157115,8.805
11730,0.065,1e-05,0.582,7.506,157244,8.805
11740,0.025,1e-05,0.58,7.767,157378,8.805
11750,0.025,1e-05,0.578,7.746,157512,8.805
11760,0.026,1e-05,0.583,7.924,157648,8.805
11770,0.037,1e-05,0.569,7.51,157780,8.805
11780,0.037,1e-05,0.582,8.037,157918,8.805
11790,0.097,1e-05,0.583,7.806,158052,8.805
11800,0.01,1e-05,0.579,7.997,158190,8.805
11810,0.026,1e-05,0.58,7.944,158327,8.805
11820,0.028,1e-05,0.582,7.798,158461,8.805
11830,0.046,1e-05,0.585,7.958,158597,8.805
11840,0.015,1e-05,0.583,7.695,158729,8.805
11850,0.063,1e-05,0.581,7.779,158863,8.805
11860,0.028,1e-05,0.582,7.562,158993,8.805
11870,0.024,1e-05,0.581,7.783,159127,8.805
11880,0.039,1e-05,0.583,7.875,159262,8.805
11890,0.071,1e-05,0.582,7.572,159392,8.805
11900,0.063,1e-05,0.584,7.828,159526,8.805
11910,0.049,1e-05,0.583,7.696,159658,8.805
11920,0.071,1e-05,0.584,7.936,159794,8.805
11930,0.018,1e-05,0.582,7.978,159931,8.805
11940,0.047,1e-05,0.584,7.764,160064,8.805
11950,0.022,1e-05,0.583,7.924,160200,8.805
11960,0.034,1e-05,0.583,7.922,160336,8.805
11970,0.024,1e-05,0.58,7.893,160472,8.805
11980,0.022,1e-05,0.584,7.592,160602,8.805
11990,0.024,1e-05,0.583,7.812,160736,8.805
