iteration,train_loss,learning_rate,iterations_per_second,tokens_per_second,trained_tokens,peak_memory_gb
10,0.814,1e-05,0.538,7.431,138,8.65
20,0.147,1e-05,0.579,7.876,274,8.726
30,0.169,1e-05,0.58,7.778,408,8.726
40,0.216,1e-05,0.59,7.673,538,8.726
50,0.068,1e-05,0.588,7.996,674,8.726
60,0.095,1e-05,0.582,7.796,808,8.726
70,0.07,1e-05,0.585,7.842,942,8.726
80,0.058,1e-05,0.596,8.11,1078,8.726
90,0.054,1e-05,0.575,7.824,1214,8.726
100,0.055,1e-05,0.59,8.083,1351,8.726
110,0.08,1e-05,0.591,7.807,1483,8.726
120,0.055,1e-05,0.596,8.228,1621,8.726
130,0.084,1e-05,0.597,8.0,1755,8.726
140,0.09,1e-05,0.594,7.903,1888,8.726
150,0.075,1e-05,0.595,7.732,2018,8.726
160,0.084,1e-05,0.596,7.87,2150,8.726
170,0.094,1e-05,0.596,8.101,2286,8.726
180,0.04,1e-05,0.596,8.23,2424,8.726
190,0.142,1e-05,0.594,7.895,2557,8.726
200,0.064,1e-05,0.596,8.1,2693,8.726
210,0.089,1e-05,0.592,7.808,2825,8.726
220,0.085,1e-05,0.593,8.01,2960,8.726
230,0.048,1e-05,0.594,8.084,3096,8.726
240,0.086,1e-05,0.594,7.957,3230,8.726
250,0.104,1e-05,0.595,7.919,3363,8.726
260,0.066,1e-05,0.594,8.019,3498,8.726
270,0.085,1e-05,0.593,7.946,3632,8.726
280,0.082,1e-05,0.589,7.898,3766,8.726
290,0.143,1e-05,0.593,7.593,3894,8.726
300,0.061,1e-05,0.593,8.064,4030,8.726
310,0.074,1e-05,0.594,8.084,4166,8.726
320,0.098,1e-05,0.593,7.705,4296,8.726
330,0.02,1e-05,0.593,8.308,4436,8.726
340,0.029,1e-05,0.593,8.183,4574,8.726
350,0.134,1e-05,0.593,7.708,4704,8.726
360,0.065,1e-05,0.593,7.828,4836,8.726
370,0.046,1e-05,0.594,7.836,4968,8.726
380,0.085,1e-05,0.594,7.719,5098,8.726
390,0.113,1e-05,0.592,7.82,5230,8.726
400,0.139,1e-05,0.59,7.725,5361,8.726
410,0.042,1e-05,0.593,7.952,5495,8.726
420,0.1,1e-05,0.593,7.765,5626,8.726
430,0.025,1e-05,0.592,8.29,5766,8.726
440,0.137,1e-05,0.593,7.704,5896,8.726
450,0.031,1e-05,0.591,8.151,6034,8.726
460,0.032,1e-05,0.592,8.172,6172,8.726
470,0.028,1e-05,0.589,8.133,6310,8.726
480,0.09,1e-05,0.591,7.926,6444,8.726
490,0.033,1e-05,0.591,8.157,6582,8.726
500,0.037,1e-05,0.594,8.078,6718,8.726
510,0.069,1e-05,0.592,7.939,6852,8.726
520,0.024,1e-05,0.593,8.179,6990,8.726
530,0.113,1e-05,0.592,7.872,7123,8.726
540,0.029,1e-05,0.593,8.129,7260,8.726
550,0.048,1e-05,0.594,7.846,7392,8.726
560,0.037,1e-05,0.592,8.051,7528,8.726
570,0.045,1e-05,0.587,7.87,7662,8.726
580,0.09,1e-05,0.594,8.022,7797,8.726
590,0.067,1e-05,0.593,7.951,7931,8.726
600,0.062,1e-05,0.592,7.933,8065,8.726
610,0.09,1e-05,0.593,7.886,8198,8.726
620,0.039,1e-05,0.591,7.913,8332,8.726
630,0.082,1e-05,0.591,7.925,8466,8.726
640,0.036,1e-05,0.593,8.124,8603,8.726
650,0.074,1e-05,0.595,7.848,8735,8.726
660,0.069,1e-05,0.591,7.916,8869,8.726
670,0.045,1e-05,0.59,8.027,9005,8.726
680,0.05,1e-05,0.594,7.964,9139,8.726
690,0.05,1e-05,0.593,7.948,9273,8.726
700,0.049,1e-05,0.594,8.315,9413,8.726
710,0.071,1e-05,0.593,7.948,9547,8.726
720,0.096,1e-05,0.591,7.86,9680,8.726
730,0.036,1e-05,0.593,8.061,9816,8.726
740,0.07,1e-05,0.593,8.061,9952,8.726
750,0.026,1e-05,0.591,8.156,10090,8.726
760,0.066,1e-05,0.593,8.066,10226,8.726
770,0.057,1e-05,0.594,8.084,10362,8.726
780,0.038,1e-05,0.593,8.185,10500,8.726
790,0.056,1e-05,0.593,7.948,10634,8.726
800,0.072,1e-05,0.593,7.825,10766,8.726
810,0.027,1e-05,0.591,8.04,10902,8.726
820,0.083,1e-05,0.592,7.701,11032,8.726
830,0.031,1e-05,0.591,8.044,11168,8.726
840,0.136,1e-05,0.594,7.835,11300,8.726
850,0.045,1e-05,0.592,7.937,11434,8.726
860,0.065,1e-05,0.592,7.818,11566,8.726
870,0.027,1e-05,0.591,8.269,11706,8.726
880,0.116,1e-05,0.593,7.946,11840,8.726
890,0.031,1e-05,0.596,8.1,11976,8.726
900,0.08,1e-05,0.592,7.933,12110,8.726
910,0.03,1e-05,0.593,7.824,12242,8.726
920,0.027,1e-05,0.592,8.175,12380,8.726
930,0.029,1e-05,0.592,8.048,12516,8.726
940,0.101,1e-05,0.594,8.072,12652,8.726
950,0.122,1e-05,0.591,7.924,12786,8.726
960,0.077,1e-05,0.593,7.707,12916,8.726
970,0.026,1e-05,0.593,8.065,13052,8.726
980,0.066,1e-05,0.576,7.721,13186,8.726
990,0.112,1e-05,0.593,7.712,13316,8.726
1000,0.083,1e-05,0.595,7.732,13446,8.726
1010,0.064,1e-05,0.591,8.039,13582,8.726
1020,0.055,1e-05,0.591,7.925,13716,8.726
1030,0.034,1e-05,0.59,8.02,13852,8.726
1040,0.085,1e-05,0.588,7.645,13982,8.726
1050,0.021,1e-05,0.589,8.131,14120,8.726
1060,0.11,1e-05,0.588,7.525,14248,8.726
1070,0.037,1e-05,0.593,7.943,14382,8.726
1080,0.085,1e-05,0.592,7.631,14511,8.726
1090,0.088,1e-05,0.592,7.991,14646,8.726
1100,0.071,1e-05,0.589,8.01,14782,8.726
1110,0.042,1e-05,0.592,7.81,14914,8.726
1120,0.033,1e-05,0.59,8.026,15050,8.726
1130,0.027,1e-05,0.588,7.999,15186,8.726
1140,0.044,1e-05,0.59,8.143,15324,8.726
1150,0.055,1e-05,0.587,7.865,15458,8.726
1160,0.033,1e-05,0.591,8.04,15594,8.726
1170,0.093,1e-05,0.591,7.92,15728,8.726
1180,0.049,1e-05,0.576,7.599,15860,8.726
1190,0.111,1e-05,0.591,7.797,15992,8.726
1200,0.132,1e-05,0.589,7.777,16124,8.726
1210,0.033,1e-05,0.591,8.042,16260,8.726
1220,0.038,1e-05,0.59,8.028,16396,8.726
1230,0.113,1e-05,0.591,7.925,16530,8.726
1240,0.084,1e-05,0.591,7.806,16662,8.726
1250,0.059,1e-05,0.591,8.038,16798,8.726
1260,0.061,1e-05,0.593,8.002,16933,8.726
1270,0.061,1e-05,0.59,8.021,17069,8.726
1280,0.059,1e-05,0.591,7.913,17203,8.726
1290,0.049,1e-05,0.592,7.808,17335,8.726
1300,0.072,1e-05,0.589,7.893,17469,8.726
1310,0.046,1e-05,0.592,7.931,17603,8.726
1320,0.031,1e-05,0.588,7.874,17737,8.726
1330,0.013,1e-05,0.592,8.045,17873,8.726
1340,0.078,1e-05,0.591,7.679,18003,8.726
1350,0.037,1e-05,0.588,7.76,18135,8.726
1360,0.097,1e-05,0.592,7.575,18263,8.726
1370,0.036,1e-05,0.588,7.883,18397,8.726
1380,0.066,1e-05,0.591,7.8,18529,8.726
1390,0.089,1e-05,0.589,7.657,18659,8.726
1400,0.028,1e-05,0.585,7.726,18791,8.726
1410,0.141,1e-05,0.584,7.712,18923,8.726
1420,0.057,1e-05,0.603,7.841,19053,8.726
1430,0.056,1e-05,0.581,7.791,19187,8.726
1440,0.079,1e-05,0.619,7.979,19316,8.726
1450,0.064,1e-05,0.668,8.556,19444,8.726
1460,0.071,1e-05,0.667,9.071,19580,8.726
1470,0.063,1e-05,0.669,8.693,19710,8.726
1480,0.048,1e-05,0.64,8.701,19846,8.726
1490,0.075,1e-05,0.583,7.695,19978,8.726
1500,0.033,1e-05,0.589,8.185,20117,8.726
1510,0.071,1e-05,0.589,7.897,20251,8.726
1520,0.049,1e-05,0.585,7.842,20385,8.726
1530,0.053,1e-05,0.588,7.64,20515,8.726
1540,0.036,1e-05,0.671,8.989,20649,8.726
1550,0.046,1e-05,0.588,7.995,20785,8.726
1560,0.114,1e-05,0.578,7.568,20916,8.726
1570,0.069,1e-05,0.59,7.908,21050,8.726
1580,0.045,1e-05,0.585,7.726,21182,8.726
1590,0.085,1e-05,0.587,7.989,21318,8.726
1600,0.046,1e-05,0.593,7.763,21449,8.726
1610,0.071,1e-05,0.593,7.706,21579,8.726
1620,0.02,1e-05,0.59,7.783,21711,8.726
1630,0.074,1e-05,0.593,8.068,21847,8.726
1640,0.099,1e-05,0.591,7.689,21977,8.726
1650,0.121,1e-05,0.592,7.997,22112,8.726
1660,0.022,1e-05,0.591,8.037,22248,8.726
1670,0.073,1e-05,0.591,7.916,22382,8.726
1680,0.034,1e-05,0.592,7.996,22517,8.726
1690,0.068,1e-05,0.591,8.034,22653,8.726
1700,0.121,1e-05,0.591,7.685,22783,8.726
1710,0.081,1e-05,0.593,7.715,22913,8.726
1720,0.057,1e-05,0.592,7.934,23047,8.726
1730,0.045,1e-05,0.593,8.069,23183,8.726
1740,0.098,1e-05,0.592,7.988,23318,8.726
1750,0.058,1e-05,0.592,7.816,23450,8.726
1760,0.038,1e-05,0.591,8.042,23586,8.726
1770,0.01,1e-05,0.591,8.281,23726,8.726
1780,0.043,1e-05,0.594,8.081,23862,8.726
1790,0.02,1e-05,0.592,8.057,23998,8.726
1800,0.092,1e-05,0.592,7.931,24132,8.726
1810,0.048,1e-05,0.593,7.827,24264,8.726
1820,0.029,1e-05,0.592,8.049,24400,8.726
1830,0.054,1e-05,0.591,8.16,24538,8.726
1840,0.034,1e-05,0.591,8.032,24674,8.726
1850,0.074,1e-05,0.591,8.034,24810,8.726
1860,0.097,1e-05,0.591,7.865,24943,8.726
1870,0.019,1e-05,0.59,8.027,25079,8.726
1880,0.081,1e-05,0.59,7.908,25213,8.726
1890,0.052,1e-05,0.592,7.81,25345,8.726
1900,0.065,1e-05,0.587,7.867,25479,8.726
1910,0.05,1e-05,0.588,7.884,25613,8.726
1920,0.046,1e-05,0.591,8.033,25749,8.726
1930,0.046,1e-05,0.591,7.921,25883,8.726
1940,0.027,1e-05,0.59,8.03,26019,8.726
1950,0.041,1e-05,0.589,7.945,26154,8.726
1960,0.033,1e-05,0.59,8.03,26290,8.726
1970,0.08,1e-05,0.59,7.794,26422,8.726
1980,0.014,1e-05,0.588,8.114,26560,8.726
1990,0.056,1e-05,0.59,7.966,26695,8.726
2000,0.049,1e-05,0.589,7.893,26829,8.726
2010,0.043,1e-05,0.589,7.658,26959,8.726
2020,0.048,1e-05,0.591,7.913,27093,8.726
2030,0.084,1e-05,0.591,7.8,27225,8.726
2040,0.057,1e-05,0.59,8.136,27363,8.726
2050,0.049,1e-05,0.59,7.673,27493,8.726
2060,0.019,1e-05,0.589,8.124,27631,8.726
2070,0.032,1e-05,0.592,8.044,27767,8.726
2080,0.017,1e-05,0.591,7.796,27899,8.726
2090,0.015,1e-05,0.592,7.932,28033,8.726
2100,0.081,1e-05,0.592,7.878,28166,8.726
2110,0.034,1e-05,0.59,7.671,28296,8.726
2120,0.018,1e-05,0.59,7.969,28431,8.726
2130,0.107,1e-05,0.591,7.972,28566,8.726
2140,0.04,1e-05,0.59,7.908,28700,8.726
2150,0.085,1e-05,0.572,7.546,28832,8.726
2160,0.132,1e-05,0.59,7.794,28964,8.726
2170,0.096,1e-05,0.591,7.914,29098,8.726
2180,0.083,1e-05,0.59,8.021,29234,8.726
2190,0.033,1e-05,0.591,8.151,29372,8.726
2200,0.062,1e-05,0.588,7.764,29504,8.726
2210,0.027,1e-05,0.59,8.145,29642,8.726
2220,0.008,1e-05,0.59,8.265,29782,8.726
2230,0.057,1e-05,0.591,7.801,29914,8.726
2240,0.037,1e-05,0.59,7.901,30048,8.726
2250,0.059,1e-05,0.59,8.018,30184,8.726
2260,0.042,1e-05,0.589,7.892,30318,8.726
2270,0.049,1e-05,0.589,7.886,30452,8.726
2280,0.074,1e-05,0.587,7.628,30582,8.726
2290,0.041,1e-05,0.591,7.797,30714,8.726
2300,0.074,1e-05,0.591,7.565,30842,8.726
2310,0.075,1e-05,0.59,7.664,30972,8.726
2320,0.025,1e-05,0.576,7.831,31108,8.726
2330,0.039,1e-05,0.592,7.926,31242,8.726
2340,0.011,1e-05,0.591,8.275,31382,8.726
2350,0.04,1e-05,0.591,7.623,31511,8.726
2360,0.007,1e-05,0.59,8.256,31651,8.726
2370,0.009,1e-05,0.588,7.991,31787,8.726
2380,0.068,1e-05,0.589,8.009,31923,8.726
2390,0.104,1e-05,0.589,7.662,32053,8.726
2400,0.062,1e-05,0.586,7.621,32183,8.726
2410,0.068,1e-05,0.586,7.969,32319,8.726
2420,0.084,1e-05,0.584,7.538,32448,8.726
2430,0.034,1e-05,0.589,7.776,32580,8.726
2440,0.074,1e-05,0.59,8.019,32716,8.726
2450,0.054,1e-05,0.587,7.869,32850,8.726
2460,0.017,1e-05,0.584,7.94,32986,8.726
2470,0.029,1e-05,0.588,8.003,33122,8.726
2480,0.022,1e-05,0.591,8.031,33258,8.726
2490,0.069,1e-05,0.589,7.658,33388,8.726
2500,0.1,1e-05,0.575,7.476,33518,8.726
2510,0.081,1e-05,0.585,7.61,33648,8.726
2520,0.046,1e-05,0.589,8.006,33784,8.726
2530,0.07,1e-05,0.59,7.907,33918,8.726
2540,0.066,1e-05,0.587,7.511,34046,8.726
2550,0.064,1e-05,0.591,7.564,34174,8.726
2560,0.067,1e-05,0.587,7.985,34310,8.726
2570,0.036,1e-05,0.591,8.272,34450,8.726
2580,0.066,1e-05,0.591,8.037,34586,8.726
2590,0.033,1e-05,0.591,8.157,34724,8.726
2600,0.072,1e-05,0.586,7.796,34857,8.726
2610,0.022,1e-05,0.589,7.899,34991,8.726
2620,0.02,1e-05,0.586,7.967,35127,8.726
2630,0.039,1e-05,0.59,7.903,35261,8.726
2640,0.047,1e-05,0.592,7.931,35395,8.726
2650,0.036,1e-05,0.59,7.902,35529,8.726
2660,0.039,1e-05,0.591,8.031,35665,8.726
2670,0.054,1e-05,0.588,7.998,35801,8.726
2680,0.032,1e-05,0.59,8.083,35938,8.726
2690,0.087,1e-05,0.59,7.912,36072,8.726
2700,0.104,1e-05,0.591,7.915,36206,8.726
2710,0.027,1e-05,0.59,7.911,36340,8.726
2720,0.066,1e-05,0.588,7.816,36473,8.726
2730,0.056,1e-05,0.59,7.908,36607,8.726
2740,0.018,1e-05,0.592,8.173,36745,8.726
2750,0.012,1e-05,0.59,8.148,36883,8.726
2760,0.061,1e-05,0.587,7.989,37019,8.726
2770,0.015,1e-05,0.59,8.024,37155,8.726
2780,0.148,1e-05,0.59,7.431,37281,8.726
2790,0.057,1e-05,0.589,7.888,37415,8.726
2800,0.078,1e-05,0.587,7.631,37545,8.726
2810,0.056,1e-05,0.59,7.909,37679,8.726
2820,0.075,1e-05,0.59,7.726,37810,8.726
2830,0.041,1e-05,0.59,8.026,37946,8.726
2840,0.042,1e-05,0.591,7.915,38080,8.726
2850,0.035,1e-05,0.59,7.785,38212,8.726
2860,0.012,1e-05,0.59,8.144,38350,8.726
2870,0.03,1e-05,0.59,7.792,38482,8.726
2880,0.016,1e-05,0.588,8.0,38618,8.726
2890,0.104,1e-05,0.589,7.894,38752,8.726
2900,0.079,1e-05,0.591,7.979,38887,8.726
2910,0.039,1e-05,0.59,7.909,39021,8.726
2920,0.056,1e-05,0.59,7.732,39152,8.726
2930,0.018,1e-05,0.589,8.012,39288,8.726
2940,0.116,1e-05,0.591,7.799,39420,8.726
2950,0.04,1e-05,0.589,7.66,39550,8.726
2960,0.023,1e-05,0.59,8.14,39688,8.726
2970,0.017,1e-05,0.589,8.252,39828,8.726
2980,0.098,1e-05,0.59,7.672,39958,8.726
2990,0.026,1e-05,0.589,8.008,40094,8.726
3000,0.072,1e-05,0.59,7.729,40225,8.726
3010,0.069,1e-05,0.588,7.879,40359,8.726
3020,0.064,1e-05,0.589,7.895,40493,8.726
3030,0.026,1e-05,0.591,8.032,40629,8.726
3040,0.067,1e-05,0.592,7.81,40761,8.726
3050,0.089,1e-05,0.59,7.673,40891,8.726
3060,0.069,1e-05,0.587,7.872,41025,8.726
3070,0.02,1e-05,0.59,8.021,41161,8.726
3080,0.008,1e-05,0.59,8.021,41297,8.726
3090,0.055,1e-05,0.59,7.673,41427,8.726
3100,0.029,1e-05,0.59,8.147,41565,8.726
3110,0.082,1e-05,0.591,7.566,41693,8.726
3120,0.01,1e-05,0.59,7.907,41827,8.726
3130,0.045,1e-05,0.589,7.957,41962,8.726
3140,0.016,1e-05,0.591,7.923,42096,8.726
3150,0.051,1e-05,0.588,7.64,42226,8.726
3160,0.017,1e-05,0.591,8.033,42362,8.726
3170,0.06,1e-05,0.591,8.154,42500,8.726
3180,0.014,1e-05,0.588,8.117,42638,8.726
3190,0.054,1e-05,0.59,8.023,42774,8.726
3200,0.01,1e-05,0.591,8.153,42912,8.726
3210,0.016,1e-05,0.59,7.848,43045,8.726
3220,0.101,1e-05,0.592,7.808,43177,8.726
3230,0.088,1e-05,0.59,7.907,43311,8.726
3240,0.052,1e-05,0.591,7.686,43441,8.726
3250,0.099,1e-05,0.592,7.808,43573,8.726
3260,0.09,1e-05,0.59,7.791,43705,8.726
3270,0.025,1e-05,0.59,8.027,43841,8.726
3280,0.026,1e-05,0.591,7.804,43973,8.726
3290,0.03,1e-05,0.586,7.859,44107,8.726
3300,0.058,1e-05,0.59,7.909,44241,8.726
3310,0.076,1e-05,0.588,8.003,44377,8.726
3320,0.086,1e-05,0.59,7.676,44507,8.726
3330,0.062,1e-05,0.591,7.98,44642,8.726
3340,0.045,1e-05,0.587,8.107,44780,8.726
3350,0.039,1e-05,0.59,7.902,44914,8.726
3360,0.007,1e-05,0.59,8.145,45052,8.726
3370,0.093,1e-05,0.59,7.728,45183,8.726
3380,0.04,1e-05,0.591,8.031,45319,8.726
3390,0.015,1e-05,0.591,7.795,45451,8.726
3400,0.084,1e-05,0.588,8.002,45587,8.726
3410,0.044,1e-05,0.589,8.13,45725,8.726
3420,0.01,1e-05,0.59,8.258,45865,8.726
3430,0.029,1e-05,0.588,7.991,46001,8.726
3440,0.105,1e-05,0.589,7.418,46127,8.726
3450,0.045,1e-05,0.59,7.961,46262,8.726
3460,0.046,1e-05,0.59,8.02,46398,8.726
3470,0.013,1e-05,0.585,8.193,46538,8.726
3480,0.048,1e-05,0.583,7.818,46672,8.726
3490,0.013,1e-05,0.589,8.245,46812,8.726
3500,0.009,1e-05,0.59,8.26,46952,8.726
3510,0.039,1e-05,0.59,8.027,47088,8.726
3520,0.035,1e-05,0.592,7.931,47222,8.726
3530,0.063,1e-05,0.589,7.78,47354,8.726
3540,0.031,1e-05,0.589,7.897,47488,8.726
3550,0.028,1e-05,0.591,7.975,47623,8.726
3560,0.018,1e-05,0.589,7.898,47757,8.726
3570,0.036,1e-05,0.591,8.032,47893,8.726
3580,0.121,1e-05,0.591,7.865,48026,8.726
3590,0.032,1e-05,0.589,8.128,48164,8.726
3600,0.032,1e-05,0.591,7.689,48294,8.726
3610,0.058,1e-05,0.59,7.79,48426,8.726
3620,0.038,1e-05,0.59,8.023,48562,8.726
3630,0.047,1e-05,0.589,8.006,48698,8.726
3640,0.069,1e-05,0.59,7.547,48826,8.726
3650,0.044,1e-05,0.588,7.761,48958,8.726
3660,0.036,1e-05,0.589,7.78,49090,8.726
3670,0.029,1e-05,0.589,8.004,49226,8.726
3680,0.027,1e-05,0.589,8.065,49363,8.726
3690,0.06,1e-05,0.591,7.685,49493,8.726
3700,0.012,1e-05,0.591,8.161,49631,8.726
3710,0.04,1e-05,0.591,7.926,49765,8.726
3720,0.097,1e-05,0.59,7.439,49891,8.726
3730,0.05,1e-05,0.589,7.887,50025,8.726
3740,0.047,1e-05,0.591,7.919,50159,8.726
3750,0.094,1e-05,0.589,7.779,50291,8.726
3760,0.025,1e-05,0.589,8.017,50427,8.726
3770,0.105,1e-05,0.59,8.08,50564,8.726
3780,0.048,1e-05,0.59,8.018,50700,8.726
3790,0.044,1e-05,0.589,8.135,50838,8.726
3800,0.03,1e-05,0.59,7.971,50973,8.726
3810,0.012,1e-05,0.589,8.01,51109,8.726
3820,0.074,1e-05,0.59,7.912,51243,8.726
3830,0.047,1e-05,0.591,7.973,51378,8.726
3840,0.079,1e-05,0.588,7.762,51510,8.726
3850,0.026,1e-05,0.591,7.921,51644,8.726
3860,0.089,1e-05,0.59,7.846,51777,8.726
3870,0.077,1e-05,0.589,7.886,51911,8.726
3880,0.092,1e-05,0.591,7.92,52045,8.726
3890,0.046,1e-05,0.592,8.168,52183,8.726
3900,0.102,1e-05,0.591,7.741,52314,8.726
3910,0.034,1e-05,0.59,8.143,52452,8.726
3920,0.034,1e-05,0.59,8.023,52588,8.726
3930,0.02,1e-05,0.592,8.163,52726,8.726
3940,0.038,1e-05,0.588,7.882,52860,8.726
3950,0.018,1e-05,0.59,8.024,52996,8.726
3960,0.037,1e-05,0.59,7.676,53126,8.726
3970,0.044,1e-05,0.589,7.659,53256,8.726
3980,0.094,1e-05,0.59,7.912,53390,8.726
3990,0.042,1e-05,0.59,7.901,53524,8.726
4000,0.039,1e-05,0.59,7.789,53656,8.726
4010,0.058,1e-05,0.589,7.778,53788,8.726
4020,0.04,1e-05,0.589,8.069,53925,8.726
4030,0.043,1e-05,0.589,7.778,54057,8.726
4040,0.047,1e-05,0.589,7.892,54191,8.726
4050,0.114,1e-05,0.587,7.743,54323,8.726
4060,0.01,1e-05,0.589,8.248,54463,8.726
4070,0.056,1e-05,0.593,7.822,54595,8.726
4080,0.016,1e-05,0.592,8.174,54733,8.726
4090,0.077,1e-05,0.587,7.977,54869,8.726
4100,0.074,1e-05,0.587,7.746,55001,8.726
4110,0.02,1e-05,0.591,8.036,55137,8.726
4120,0.018,1e-05,0.59,8.146,55275,8.726
4130,0.032,1e-05,0.589,7.895,55409,8.726
4140,0.065,1e-05,0.591,7.92,55543,8.726
4150,0.02,1e-05,0.589,8.011,55679,8.726
4160,0.091,1e-05,0.591,7.915,55813,8.726
4170,0.044,1e-05,0.591,7.925,55947,8.726
4180,0.051,1e-05,0.591,7.805,56079,8.726
4190,0.092,1e-05,0.59,7.844,56212,8.726
4200,0.067,1e-05,0.592,7.813,56344,8.726
4210,0.065,1e-05,0.589,7.886,56478,8.726
4220,0.03,1e-05,0.589,7.889,56612,8.726
4230,0.097,1e-05,0.59,7.725,56743,8.726
4240,0.035,1e-05,0.591,7.797,56875,8.726
4250,0.008,1e-05,0.59,8.019,57011,8.726
4260,0.04,1e-05,0.588,7.701,57142,8.726
4270,0.019,1e-05,0.591,7.924,57276,8.726
4280,0.066,1e-05,0.59,7.667,57406,8.726
4290,0.031,1e-05,0.583,7.929,57542,8.726
4300,0.057,1e-05,0.653,8.751,57676,8.726
4310,0.04,1e-05,0.649,8.692,57810,8.726
4320,0.043,1e-05,0.603,7.898,57941,8.726
4330,0.03,1e-05,0.659,8.837,58075,8.726
4340,0.028,1e-05,0.67,9.11,58211,8.726
4350,0.046,1e-05,0.666,8.794,58343,8.726
4360,0.051,1e-05,0.622,8.333,58477,8.726
4370,0.098,1e-05,0.577,7.611,58609,8.726
4380,0.023,1e-05,0.577,7.733,58743,8.726
4390,0.063,1e-05,0.576,7.606,58875,8.726
4400,0.024,1e-05,0.576,7.836,59011,8.726
4410,0.032,1e-05,0.576,7.607,59143,8.726
4420,0.013,1e-05,0.556,7.788,59283,8.726
4430,0.061,1e-05,0.574,7.803,59419,8.726
4440,0.054,1e-05,0.623,8.224,59551,8.726
4450,0.056,1e-05,0.608,8.021,59683,8.726
4460,0.037,1e-05,0.605,8.225,59819,8.726
4470,0.088,1e-05,0.603,8.079,59953,8.726
4480,0.043,1e-05,0.636,8.4,60085,8.726
4490,0.026,1e-05,0.592,7.938,60219,8.726
4500,0.035,1e-05,0.597,7.637,60347,8.726
4510,0.075,1e-05,0.574,7.686,60481,8.754
4520,0.033,1e-05,0.596,7.871,60613,8.754
4530,0.091,1e-05,0.596,8.102,60749,8.754
4540,0.061,1e-05,0.611,8.247,60884,8.754
4550,0.06,1e-05,0.611,8.194,61018,8.754
4560,0.027,1e-05,0.595,7.968,61152,8.754
4570,0.035,1e-05,0.592,7.926,61286,8.754
4580,0.057,1e-05,0.659,8.833,61420,8.754
4590,0.044,1e-05,0.614,8.469,61558,8.754
4600,0.019,1e-05,0.59,7.788,61690,8.754
4610,0.07,1e-05,0.595,7.73,61820,8.754
4620,0.058,1e-05,0.593,8.069,61956,8.754
4630,0.03,1e-05,0.601,7.927,62088,8.754
4640,0.036,1e-05,0.62,8.312,62222,8.754
4650,0.084,1e-05,0.592,7.573,62350,8.754
4660,0.031,1e-05,0.599,8.14,62486,8.754
4670,0.045,1e-05,0.596,7.868,62618,8.754
4680,0.015,1e-05,0.594,8.319,62758,8.754
4690,0.054,1e-05,0.598,8.071,62893,8.754
4700,0.087,1e-05,0.594,7.663,63022,8.754
4710,0.075,1e-05,0.59,7.429,63148,8.754
4720,0.049,1e-05,0.596,8.35,63288,8.754
4730,0.066,1e-05,0.617,8.395,63424,8.754
4740,0.104,1e-05,0.62,8.054,63554,8.754
4750,0.068,1e-05,0.592,7.937,63688,8.754
4760,0.012,1e-05,0.652,8.674,63821,8.754
4770,0.045,1e-05,0.659,8.835,63955,8.754
4780,0.069,1e-05,0.661,8.856,64089,8.754
4790,0.057,1e-05,0.664,8.963,64224,8.754
4800,0.04,1e-05,0.672,9.143,64360,8.754
4810,0.057,1e-05,0.67,8.848,64492,8.754
4820,0.03,1e-05,0.669,8.693,64622,8.754
4830,0.046,1e-05,0.67,8.977,64756,8.754
4840,0.015,1e-05,0.669,9.101,64892,8.754
4850,0.101,1e-05,0.673,8.878,65024,8.754
4860,0.019,1e-05,0.671,8.998,65158,8.754
4870,0.035,1e-05,0.667,8.67,65288,8.754
4880,0.096,1e-05,0.67,8.976,65422,8.754
4890,0.057,1e-05,0.667,8.935,65556,8.754
4900,0.045,1e-05,0.669,8.701,65686,8.754
4910,0.025,1e-05,0.672,9.134,65822,8.754
4920,0.069,1e-05,0.671,8.921,65955,8.754
4930,0.123,1e-05,0.671,8.459,66081,8.754
4940,0.093,1e-05,0.671,9.123,66217,8.754
4950,0.06,1e-05,0.67,8.972,66351,8.754
4960,0.061,1e-05,0.667,8.801,66483,8.754
4970,0.016,1e-05,0.67,8.982,66617,8.754
4980,0.095,1e-05,0.67,8.844,66749,8.754
4990,0.074,1e-05,0.668,8.955,66883,8.754
5000,0.059,1e-05,0.671,9.127,67019,8.754
5010,0.035,1e-05,0.671,9.132,67155,8.754
5020,0.095,1e-05,0.671,8.862,67287,8.754
5030,0.028,1e-05,0.671,9.124,67423,8.754
5040,0.075,1e-05,0.67,8.915,67556,8.754
5050,0.028,1e-05,0.67,8.976,67690,8.754
5060,0.047,1e-05,0.67,9.116,67826,8.754
5070,0.031,1e-05,0.67,9.112,67962,8.754
5080,0.086,1e-05,0.674,8.96,68095,8.754
5090,0.051,1e-05,0.673,9.291,68233,8.754
5100,0.011,1e-05,0.626,8.643,68371,8.754
5110,0.044,1e-05,0.606,8.175,68506,8.754
5120,0.02,1e-05,0.585,7.961,68642,8.754
5130,0.067,1e-05,0.594,7.84,68774,8.754
5140,0.025,1e-05,0.586,7.849,68908,8.754
5150,0.09,1e-05,0.612,8.083,69040,8.754
5160,0.046,1e-05,0.593,8.301,69180,8.754
5170,0.071,1e-05,0.583,7.866,69315,8.754
5180,0.059,1e-05,0.587,7.753,69447,8.754
5190,0.029,1e-05,0.594,8.261,69586,8.754
5200,0.038,1e-05,0.585,7.959,69722,8.754
